Element,Transition,Theory (eV),Unc (eV),Direct (eV),Unc. (eV)
Eu,L1N2,7760.0,16.0,7768.1,0.81
Eu,L1N3,7791.0,1.8,7794.11,0.81
Eu,L1N4,7911.9,3.8,7914.56,0.36
Eu,L1N5,7914.2,1.4,7914.56,0.36
Eu,L1N6,8040.1,1.5,,
Eu,L1N7,8042.8,1.5,,
Eu,L1 edge,8053.7,1.2,8060.75,0.78
Eu,L2M1,5814.9,1.5,5816.67,0.81
Eu,L2M2,6003.0,1.6,,
Eu,L2M3,6137.3,1.5,6137.7,1.5
Eu,L2M4,6454.8,1.2,6455.72,0.56
Eu,L2M5,6485.9,1.2,,
Eu,L2N1,7253.8,3.8,7255.47,0.7
Eu,L2N2,7326.0,15.0,7331.4,2.2
Eu,L2N3,7357.6,1.0,,
Eu,L2N4,7478.5,3.0,7479.12,0.43
Eu,L2N5,7480.82,0.67,,
Eu,L2N6,7606.73,0.76,7612.87,0.94
Eu,L2N7,7609.4,0.75,7612.87,0.94
Eu,L2 edge,7620.28,0.45,7619.83,0.69
Eu,L3M1,5175.1,1.5,5177.15,0.64
Eu,L3M2,5363.2,1.5,,
Eu,L3M3,5497.5,1.4,5498.6,1.2
Eu,L3M4,5815.0,1.2,5816.61,0.45
Eu,L3M5,5846.1,1.1,5846.46,0.26
Eu,L3N1,6614.0,3.7,6614.56,0.59
Eu,L3N2,6687.0,15.0,,
Eu,L3N3,6717.81,0.94,,
Eu,L3N4,6838.6,2.9,6841.83,0.63
Eu,L3N5,6841.01,0.59,6841.83,0.63
Eu,L3N6,6966.92,0.69,6971.57,0.79
Eu,L3N7,6969.59,0.67,6971.57,0.79
Eu,L3 edge,6980.47,0.37,6980.59,0.58
Gd,L1M1,6492.2,2.2,,
Gd,L1M2,6684.8,2.3,6687.3,1.1
Gd,L1M3,6829.9,2.3,6831.0,1.1
Gd,L1M4,7155.0,2.0,7160.4,1.8
Gd,L1M5,7188.8,1.9,7191.6,1.9
Gd,L1N1,7994.8,4.4,,
Gd,L1N2,8069.6,4.9,8087.0,1.6
Gd,L1N3,8104.0,1.7,8105.0,1.6
Gd,L1N4,8224.9,3.4,8237.2,1.0
Gd,L1N5,8232.8,1.4,8237.2,1.0
Gd,L1N6,8365.2,1.5,,
Gd,L1N7,8368.5,1.5,,
Gd,L1 edge,8385.9,1.2,8386.25,0.84
Gd,L2M1,6048.3,1.6,6049.69,0.44
Gd,L2M2,6240.9,1.6,,
Gd,L2M3,6386.0,1.5,,
Gd,L2M4,6711.1,1.2,6713.4,1.1
Gd,L2M5,6744.9,1.2,6743.32,0.74
Gd,L2N1,7550.9,3.7,7554.4,1.4
Gd,L2N2,7625.7,4.1,7642.67,0.47
Gd,L2N3,7660.08,0.97,7657.7,1.2
Gd,L2N4,7781.0,2.7,7785.9,1.4
Gd,L2N5,7788.91,0.63,,
Gd,L2N6,7921.33,0.71,,
Gd,L2N7,7924.64,0.71,,
Gd,L2 edge,7942.02,0.41,7931.32,0.75
Gd,L3M1,5361.1,1.5,5362.09,0.69
Gd,L3M2,5553.7,1.5,,
Gd,L3M3,5698.9,1.5,5698.3,1.3
Gd,L3M4,6024.0,1.2,6024.99,0.87
Gd,L3M5,6057.8,1.1,6057.37,0.88
Gd,L3N1,6863.8,3.6,6867.3,1.1
Gd,L3N2,6938.5,4.0,,
Gd,L3N3,6972.94,0.89,,
Gd,L3N4,7093.9,2.6,7103.0,1.2
Gd,L3N5,7101.77,0.55,7103.0,1.2
Gd,L3N6,7234.19,0.63,,
Gd,L3N7,7237.5,0.63,,
Gd,L3 edge,7254.88,0.33,7243.23,0.63
Tb,L1M1,6744.2,2.3,,
Tb,L1M2,6941.7,2.4,6940.3,1.1
Tb,L1M3,7097.7,2.4,7096.1,1.2
Tb,L1M4,7431.3,2.0,7436.1,2.0
Tb,L1M5,7466.5,2.0,,
Tb,L1N1,8309.3,4.4,8313.88,0.56
Tb,L1N2,8386.9,4.8,8397.6,1.7
Tb,L1N3,8422.7,1.8,8423.9,1.7
Tb,L1N4,8546.2,3.2,8558.88,0.59
Tb,L1N5,8555.0,1.5,8558.88,0.59
Tb,L1N6,8694.9,1.5,,
Tb,L1N7,8697.5,1.5,,
Tb,L1 edge,8708.1,1.2,8717.03,0.91
Tb,L2M1,6290.0,1.7,6283.95,0.94
Tb,L2M2,6487.4,1.6,,
Tb,L2M3,6643.5,1.6,,
Tb,L2M4,6977.1,1.3,6977.8,1.7
Tb,L2M5,7012.3,1.2,7009.37,0.79
Tb,L2N1,7855.1,3.7,7853.4,1.5
Tb,L2N2,7932.7,4.0,7935.81,0.51
Tb,L2N3,7968.5,1.0,7968.42,0.49
Tb,L2N4,8091.9,2.5,8101.8,1.6
Tb,L2N5,8100.81,0.68,,
Tb,L2N6,8240.74,0.75,,
Tb,L2N7,8243.33,0.77,,
Tb,L2 edge,8253.93,0.46,8252.83,0.81
Tb,L3M1,5552.7,1.5,5546.81,0.73
Tb,L3M2,5750.1,1.5,,
Tb,L3M3,5906.2,1.5,,
Tb,L3M4,6239.8,1.2,6238.1,0.93
Tb,L3M5,6275.0,1.1,6272.82,0.94
Tb,L3N1,7117.8,3.6,7116.4,1.2
Tb,L3N2,7195.4,3.9,,
Tb,L3N3,7231.17,0.92,7226.9,1.3
Tb,L3N4,7354.6,2.4,7366.7,1.3
Tb,L3N5,7363.5,0.6,7366.7,1.3
Tb,L3N6,7503.43,0.68,,
Tb,L3N7,7506.02,0.69,,
Tb,L3 edge,7516.62,0.39,7515.45,0.67
Dy,L1M1,7001.1,2.5,,
Dy,L1M2,7203.4,2.4,7203.96,0.43
Dy,L1M3,7371.4,2.4,7370.2,1.3
Dy,L1M4,7713.1,2.1,7712.79,0.58
Dy,L1M5,7750.4,2.0,7749.57,0.59
Dy,L1N1,8627.7,2.9,,
Dy,L1N2,8707.4,3.0,8714.09,0.63
Dy,L1N3,8738.9,1.4,8753.34,0.64
Dy,L1N4,8875.1,2.9,,
Dy,L1N5,8885.1,1.4,8889.3,3.2
Dy,L1N6,9035.2,1.5,,
Dy,L1N7,9037.6,1.5,,
Dy,L1 edge,9048.0,1.2,9055.09,0.98
Dy,L2M1,6536.3,1.8,6534.22,0.36
Dy,L2M2,6738.6,1.6,,
Dy,L2M3,6906.6,1.6,6905.61,0.77
Dy,L2M4,7248.3,1.3,7247.8,0.44
Dy,L2M5,7285.7,1.2,7277.2,1.3
Dy,L2N1,8162.9,2.1,8166.19,0.56
Dy,L2N2,8242.6,2.2,,
Dy,L2N3,8274.1,0.56,8286.4,1.1
Dy,L2N4,8410.3,2.1,8418.94,0.59
Dy,L2N5,8420.27,0.63,,
Dy,L2N6,8570.38,0.71,,
Dy,L2N7,8572.86,0.72,,
Dy,L2 edge,8583.26,0.42,8583.06,0.88
Dy,L3M1,5746.0,1.5,5743.05,0.26
Dy,L3M2,5948.3,1.5,,
Dy,L3M3,6116.3,1.5,6114.8,1.5
Dy,L3M4,6458.0,1.2,6457.72,0.15
Dy,L3M5,6495.3,1.1,6495.27,0.15
Dy,L3N1,7372.5,2.0,7370.56,0.45
Dy,L3N2,7452.3,2.1,,
Dy,L3N3,7483.74,0.48,7494.77,0.91
Dy,L3N4,7620.0,2.1,7635.84,0.49
Dy,L3N5,7629.92,0.55,7635.84,0.49
Dy,L3N6,7780.03,0.62,,
Dy,L3N7,7782.5,0.65,,
Dy,L3 edge,7792.9,0.34,7789.79,0.72
Ho,L1M1,7264.1,2.6,,
Ho,L1M2,7471.3,2.5,7471.1,1.3
Ho,L1M3,7651.9,2.5,7651.8,1.4
Ho,L1M4,8001.8,2.1,8004.08,0.15
Ho,L1M5,8041.5,2.0,8044.61,0.14
Ho,L1N1,8962.6,4.2,,
Ho,L1N2,9045.6,4.5,9051.1,2.0
Ho,L1N3,9086.5,1.8,9087.6,2.0
Ho,L1N4,9216.4,2.7,,
Ho,L1N5,9228.1,1.5,,
Ho,L1N6,9382.7,1.5,,
Ho,L1N7,9385.0,1.6,,
Ho,L1 edge,9395.2,1.2,9399.7,1.1
Ho,L2M1,6788.7,2.0,6786.94,0.27
Ho,L2M2,6995.9,1.6,,
Ho,L2M3,7176.5,1.7,,
Ho,L2M4,7526.4,1.3,7525.67,0.15
Ho,L2M5,7566.1,1.2,,
Ho,L2N1,8487.3,3.5,8481.5,1.7
Ho,L2N2,8570.2,3.7,,
Ho,L2N3,8611.15,0.93,,
Ho,L2N4,8741.0,1.8,8747.2,1.8
Ho,L2N5,8752.71,0.63,,
Ho,L2N6,8907.28,0.7,,
Ho,L2N7,8909.6,0.74,,
Ho,L2 edge,8919.77,0.42,8916.38,0.95
Ho,L3M1,5942.2,1.6,5939.963,71.0
Ho,L3M2,6149.4,1.6,,
Ho,L3M3,6330.0,1.6,,
Ho,L3M4,6680.0,1.2,6678.484,54.0
Ho,L3M5,6719.6,1.1,6719.675,62.0
Ho,L3N1,7640.8,3.4,7635.8,1.4
Ho,L3N2,7723.8,3.6,7727.16,0.48
Ho,L3N3,7764.7,0.85,7763.52,0.49
Ho,L3N4,7894.5,1.8,7902.86,0.25
Ho,L3N5,7906.26,0.55,7911.35,0.25
Ho,L3N6,8060.83,0.62,,
Ho,L3N7,8063.15,0.65,,
Ho,L3 edge,8073.31,0.34,8067.56,0.78
Er,L1M1,7533.4,2.8,,
Er,L1M2,7745.5,2.5,7744.75,0.14
Er,L1M3,7939.5,2.6,7939.007,86.0
Er,L1M4,8297.8,2.1,8298.1,2.5
Er,L1M5,8339.9,2.1,8340.66,0.56
Er,L1N1,9300.7,4.2,,
Er,L1N2,9386.6,4.4,9385.5,2.1
Er,L1N3,9430.3,1.8,9431.2,1.1
Er,L1N4,9564.3,2.4,9569.15,0.74
Er,L1N5,9576.5,1.5,9569.15,0.74
Er,L1N6,9738.6,1.6,,
Er,L1N7,9740.7,1.6,,
Er,L1 edge,9750.6,1.3,9757.8,1.1
Er,L2M1,7047.1,2.1,7045.167,90.0
Er,L2M2,7259.3,1.7,,
Er,L2M3,7453.3,1.7,7461.31,0.45
Er,L2M4,7811.5,1.3,7810.19,0.42
Er,L2M5,7853.6,1.2,,
Er,L2N1,8814.5,3.4,8813.7,2.8
Er,L2N2,8900.3,3.5,,
Er,L2N3,8944.03,0.93,8946.94,0.65
Er,L2N4,9078.1,1.6,9088.9,2.0
Er,L2N5,9090.26,0.63,,
Er,L2N6,9252.38,0.7,,
Er,L2N7,9254.5,0.74,,
Er,L2 edge,9264.4,0.42,9262.1,1.0
Er,L3M1,6141.4,1.6,6138.86,0.14
Er,L3M2,6353.6,1.6,,
Er,L3M3,6547.6,1.6,,
Er,L3M4,6905.8,1.2,6904.5,0.17
Er,L3M5,6947.9,1.1,6947.913,77.0
Er,L3N1,7908.7,3.3,7909.6,1.5
Er,L3N2,7994.6,3.5,,
Er,L3N3,8038.29,0.84,,
Er,L3N4,8172.4,1.5,8189.11,0.72
Er,L3N5,8184.52,0.55,8189.11,0.72
Er,L3N6,8346.63,0.63,,
Er,L3N7,8348.75,0.65,,
Er,L3 edge,8358.66,0.34,8357.42,0.83
Tm,L1M1,7808.9,2.9,7814.0,2.5
Tm,L1M2,8026.1,2.6,8025.8,1.5
Tm,L1M3,8234.3,2.6,8230.9,1.6
Tm,L1M4,8600.9,2.2,8600.8,1.5
Tm,L1M5,8645.6,2.1,8648.6,1.5
Tm,L1N1,9646.7,4.1,,
Tm,L1N2,9735.6,4.3,9730.2,2.3
Tm,L1N3,9782.2,1.8,9779.3,2.3
Tm,L1N4,9921.0,2.2,,
Tm,L1N5,9933.1,1.5,,
Tm,L1N6,10102.9,1.6,,
Tm,L1N7,10104.8,1.7,,
Tm,L1 edge,10114.4,1.3,10121.0,1.2
Tm,L2M1,7311.8,2.2,7309.3,0.56
Tm,L2M2,7529.0,1.7,,
Tm,L2M3,7737.2,1.7,7728.6,2.4
Tm,L2M4,8103.8,1.3,8102.265,37.0
Tm,L2M5,8148.5,1.2,8146.0,1.6
Tm,L2N1,9149.6,3.3,9144.6,2.0
Tm,L2N2,9238.5,3.4,9225.2,2.1
Tm,L2N3,9285.08,0.92,,
Tm,L2N4,9423.9,1.3,9426.2,2.1
Tm,L2N5,9436.02,0.63,,
Tm,L2N6,9605.83,0.72,,
Tm,L2N7,9607.72,0.76,,
Tm,L2 edge,9617.34,0.43,9617.0,1.1
Tm,L3M1,6343.5,1.6,6341.96,0.83
Tm,L3M2,6560.7,1.6,6557.5,1.7
Tm,L3M3,6768.9,1.6,,
Tm,L3M4,7135.4,1.2,7133.715,78.0
Tm,L3M5,7180.1,1.1,7180.113,29.0
Tm,L3N1,8181.2,3.1,8177.2,1.6
Tm,L3N2,8270.1,3.4,8263.1,1.7
Tm,L3N3,8316.72,0.83,,
Tm,L3N4,8455.6,1.2,8468.7,1.7
Tm,L3N5,8467.65,0.55,8468.7,1.7
Tm,L3N6,8637.46,0.63,,
Tm,L3N7,8639.35,0.67,,
Tm,L3 edge,8648.97,0.34,8649.53,0.89
Yb,L1M1,8091.0,3.1,,
Yb,L1M2,8313.6,2.7,8313.26,0.25
Yb,L1M3,8536.8,2.8,8536.79,0.43
Yb,L1M4,8911.7,2.3,8913.31,0.14
Yb,L1M5,8958.9,2.2,8960.64,0.19
Yb,L1N1,10000.8,4.0,,
Yb,L1N2,10092.6,4.2,10089.79,0.85
Yb,L1N3,10142.0,1.8,10143.2,0.61
Yb,L1N4,10286.3,1.9,10297.9,0.86
Yb,L1N5,10298.3,1.6,10297.9,0.86
Yb,L1N6,10475.9,1.7,,
Yb,L1N7,10477.7,1.7,,
Yb,L1 edge,10486.8,1.4,10491.0,1.3
Yb,L2M1,7582.8,2.3,7580.24,0.34
Yb,L2M2,7805.4,1.8,7805.29,0.65
Yb,L2M3,8028.6,1.8,8024.08,0.52
Yb,L2M4,8403.6,1.4,8401.88,0.42
Yb,L2M5,8450.8,1.2,,
Yb,L2N1,9492.7,3.1,9491.1,1.1
Yb,L2N2,9584.4,3.2,,
Yb,L2N3,9633.83,0.89,,
Yb,L2N4,9778.2,1.0,9780.18,0.57
Yb,L2N5,9790.13,0.65,,
Yb,L2N6,9967.79,0.73,,
Yb,L2N7,9969.53,0.78,,
Yb,L2 edge,9978.7,0.44,9976.0,1.2
Yb,L3M1,6548.4,1.7,6545.54,0.26
Yb,L3M2,6771.0,1.7,6771.62,0.49
Yb,L3M3,6994.2,1.7,6995.85,0.4
Yb,L3M4,7369.1,1.3,7367.4,0.32
Yb,L3M5,7416.3,1.2,7415.7,0.26
Yb,L3N1,8458.2,3.0,8456.61,0.85
Yb,L3N2,8550.0,3.1,,
Yb,L3N3,8599.39,0.79,,
Yb,L3N4,8743.73,0.91,8758.91,0.46
Yb,L3N5,8755.69,0.55,8758.91,0.46
Yb,L3N6,8933.35,0.64,,
Yb,L3N7,8935.09,0.68,,
Yb,L3 edge,8944.26,0.35,8944.04,0.95
Lu,L1M1,8378.4,3.1,,
Lu,L1M2,8606.3,2.7,8606.54,0.44
Lu,L1M3,8845.6,2.7,8847.03,0.47
Lu,L1M4,9228.9,2.3,9231.7,2.0
Lu,L1M5,9279.7,2.2,9281.5,1.0
Lu,L1N1,10363.7,4.0,,
Lu,L1N2,10458.4,4.2,10460.0,2.6
Lu,L1N3,10512.0,1.9,10511.16,0.53
Lu,L1N4,10661.0,2.5,10667.3,1.2
Lu,L1N5,10673.5,1.6,10678.3,1.2
Lu,L1N6,10858.7,1.7,,
Lu,L1N7,10860.6,1.7,,
Lu,L1 edge,10877.2,1.4,10873.7,1.4
Lu,L2M1,7858.6,2.4,7857.43,0.74
Lu,L2M2,8086.5,1.7,8085.82,0.7
Lu,L2M3,8325.9,1.8,8323.17,0.56
Lu,L2M4,8709.1,1.3,8709.13,0.27
Lu,L2M5,8760.0,1.2,,
Lu,L2N1,9843.9,3.1,9843.0,1.2
Lu,L2N2,9938.7,3.3,,
Lu,L2N3,9992.28,0.91,,
Lu,L2N4,10141.2,1.5,10143.53,0.49
Lu,L2N5,10153.73,0.64,,
Lu,L2N6,10338.91,0.74,,
Lu,L2N7,10340.83,0.78,,
Lu,L2 edge,10357.43,0.44,10344.8,1.3
Lu,L3M1,6754.4,1.6,6752.85,0.54
Lu,L3M2,6982.4,1.6,6980.99,0.58
Lu,L3M3,7221.7,1.7,,
Lu,L3M4,7605.0,1.2,7604.92,0.35
Lu,L3M5,7655.8,1.2,7655.55,0.21
Lu,L3N1,8739.8,3.0,8737.92,0.91
Lu,L3N2,8834.5,3.2,,
Lu,L3N3,8888.09,0.81,,
Lu,L3N4,9037.0,1.4,9039.91,0.98
Lu,L3N5,9049.54,0.56,9049.01,0.29
Lu,L3N6,9234.72,0.65,,
Lu,L3N7,9236.64,0.68,,
Lu,L3 edge,9253.24,0.35,9249.0,1.0
Hf,L1M1,8672.4,3.1,8668.58,0.81
Hf,L1M2,8906.0,2.7,8905.5,0.47
Hf,L1M3,9162.4,2.8,9163.51,0.5
Hf,L1M4,9554.0,2.3,9550.4,0.98
Hf,L1M5,9608.4,2.2,9609.17,0.99
Hf,L1N1,10735.2,4.0,,
Hf,L1N2,10832.5,4.2,10833.64,0.7
Hf,L1N3,10890.5,1.9,10890.83,0.71
Hf,L1N4,11044.5,2.6,11045.2,1.3
Hf,L1N5,11057.8,1.6,11055.4,1.3
Hf,L1N6,11250.5,1.7,,
Hf,L1N7,11252.7,1.7,,
Hf,L1 edge,11277.2,1.4,11268.585,50.0
Hf,L2M1,8140.8,2.4,8139.33,0.4
Hf,L2M2,8374.4,1.7,8373.56,0.75
Hf,L2M3,8630.8,1.8,8631.28,0.8
Hf,L2M4,9022.4,1.3,9022.8,0.49
Hf,L2M5,9076.9,1.3,,
Hf,L2N1,10203.6,3.2,10201.2,0.62
Hf,L2N2,10301.0,3.3,,
Hf,L2N3,10358.9,0.9,,
Hf,L2N4,10512.9,1.6,10515.89,0.66
Hf,L2N5,10526.26,0.65,10525.9,1.2
Hf,L2N6,10718.95,0.75,10703.8,1.2
Hf,L2N7,10721.18,0.78,,
Hf,L2 edge,10745.6,0.45,10735.875,20.0
Hf,L3M1,6963.1,1.7,6959.63,0.29
Hf,L3M2,7196.7,1.7,7195.52,0.56
Hf,L3M3,7453.1,1.8,7453.28,0.6
Hf,L3M4,7844.7,1.2,7844.7,0.37
Hf,L3M5,7899.1,1.2,7899.08,0.37
Hf,L3N1,9025.9,3.0,9022.8,0.49
Hf,L3N2,9123.2,3.2,9123.93,0.89
Hf,L3N3,9181.18,0.81,9180.27,0.91
Hf,L3N4,9335.2,1.5,9337.21,0.52
Hf,L3N5,9348.54,0.55,9347.35,0.52
Hf,L3N6,9541.24,0.66,9525.01,0.97
Hf,L3N7,9543.46,0.69,9525.01,0.97
Hf,L3 edge,9567.88,0.36,9558.286,50.0
Ta,L1M1,8973.2,3.1,,
Ta,L1M2,9212.6,2.7,9212.47,0.3
Ta,L1M3,9487.1,2.8,9487.62,0.32
Ta,L1M4,9887.0,2.3,9889.3,2.3
Ta,L1M5,9945.3,2.2,9945.6,2.4
Ta,L1N1,11131.6,4.1,11117.4,1.3
Ta,L1N2,11231.7,4.2,11217.1,1.5
Ta,L1N3,11294.2,1.9,11277.68,0.61
Ta,L1N4,11507.0,2.7,11439.9,1.1
Ta,L1N5,11467.6,1.6,11458.1,1.1
Ta,L1N6,11667.8,1.7,,
Ta,L1N7,11670.4,1.8,,
Ta,L1 edge,11696.9,1.4,11682.1,1.6
Ta,L2M1,8429.6,2.4,8428.09,0.42
Ta,L2M2,8669.0,1.8,8668.56,0.49
Ta,L2M3,8943.4,1.9,8941.76,0.54
Ta,L2M4,9343.4,1.3,9343.19,0.31
Ta,L2M5,9401.7,1.3,9399.94,0.95
Ta,L2N1,10588.0,3.2,10570.6,1.3
Ta,L2N2,10688.1,3.2,10674.04,0.87
Ta,L2N3,10750.59,0.9,10731.6,1.4
Ta,L2N4,10963.4,1.7,10895.33,0.43
Ta,L2N5,10923.97,0.65,10906.84,0.77
Ta,L2N6,11124.17,0.77,11107.82,0.83
Ta,L2N7,11126.71,0.8,,
Ta,L2 edge,11153.23,0.46,11132.5,1.5
Ta,L3M1,7174.4,1.7,7173.2,0.31
Ta,L3M2,7413.8,1.7,7412.13,0.35
Ta,L3M3,7688.2,1.8,7686.65,0.38
Ta,L3M4,8088.2,1.2,8087.93,0.16
Ta,L3M5,8146.5,1.2,8146.17,0.16
Ta,L3N1,9332.8,3.1,9315.4,0.83
Ta,L3N2,9432.9,3.2,9416.1,1.1
Ta,L3N3,9495.4,0.8,9474.4,1.1
Ta,L3N4,9708.2,1.6,9639.5,0.55
Ta,L3N5,9668.78,0.56,9651.89,0.22
Ta,L3N6,9868.99,0.67,9857.23,0.46
Ta,L3N7,9871.52,0.7,9857.23,0.46
Ta,L3 edge,9898.04,0.36,9876.7,1.2
W,L1M1,9280.7,3.1,9278.1,0.68
W,L1M2,9526.0,2.8,9525.23,0.54
W,L1M3,9819.5,2.9,9818.91,0.46
W,L1M4,10227.8,2.3,10228.29,0.24
W,L1M5,10290.3,2.2,10291.13,0.22
W,L1N1,11505.8,4.2,11502.8,1.1
W,L1N2,11609.4,4.4,11610.5,0.44
W,L1N3,11676.1,1.9,11680.49,0.73
W,L1N4,11841.2,3.0,11843.9,3.3
W,L1N5,11855.6,1.6,11861.9,1.1
W,L1N6,12063.2,1.8,,
W,L1N7,12065.8,1.7,,
W,L1 edge,12106.9,1.4,12099.73,0.87
W,L2M1,8725.0,2.4,8724.42,0.25
W,L2M2,8970.3,1.8,8953.03,0.65
W,L2M3,9263.7,1.9,9268.72,0.48
W,L2M4,9672.1,1.3,9672.575,100.0
W,L2M5,9734.5,1.3,9735.08,0.73
W,L2N1,10950.1,3.3,10948.91,0.39
W,L2N2,11053.7,3.5,11045.2,0.96
W,L2N3,11120.32,0.9,11120.5,3.0
W,L2N4,11285.4,2.1,11286.0,0.46
W,L2N5,11299.89,0.66,,
W,L2N6,11507.48,0.79,11504.83,0.89
W,L2N7,11510.08,0.78,11514.6,1.1
W,L2 edge,11551.16,0.47,11538.6,1.6
W,L3M1,7388.1,1.7,7387.82,0.65
W,L3M2,7633.4,1.7,7631.41,0.86
W,L3M3,7926.8,1.8,7926.44,0.93
W,L3M4,8335.2,1.2,8335.34,0.17
W,L3M5,8397.6,1.2,8398.242,54.0
W,L3N1,9613.2,3.1,9608.199,74.0
W,L3N2,9716.8,3.4,9712.7,2.3
W,L3N3,9783.42,0.79,9767.238,77.0
W,L3N4,9948.5,2.0,9947.95,0.35
W,L3N5,9962.99,0.56,9964.133,78.0
W,L3N6,10170.58,0.69,10173.49,0.62
W,L3N7,10173.18,0.68,10173.49,0.62
W,L3 edge,10214.26,0.36,10200.1,1.2
Re,L1M1,9595.6,3.2,,
Re,L1M2,9846.8,2.8,9846.35,0.58
Re,L1M3,10160.4,2.9,10159.9,0.62
Re,L1M4,10577.3,2.3,10577.07,0.67
Re,L1M5,10643.9,2.3,10643.45,0.54
Re,L1N1,11903.6,4.2,11898.5,1.7
Re,L1N2,12009.5,4.3,12009.95,0.86
Re,L1N3,12081.9,1.9,12082.5,1.2
Re,L1N4,12252.1,3.0,12252.4,1.8
Re,L1N5,12267.6,1.6,12265.8,1.8
Re,L1N6,12483.0,2.3,,
Re,L1N7,12486.0,2.3,,
Re,L1 edge,12537.5,1.4,12531.1,1.9
Re,L2M1,9027.3,2.4,9027.27,0.49
Re,L2M2,9278.5,1.8,9275.9,1.0
Re,L2M3,9592.1,2.0,9591.0,1.1
Re,L2M4,10009.0,1.4,10010.04,0.24
Re,L2M5,10075.6,1.3,10075.8,1.2
Re,L2N1,11335.3,3.3,11334.18,0.77
Re,L2N2,11441.2,3.3,11438.5,1.6
Re,L2N3,11513.59,0.9,11515.0,1.6
Re,L2N4,11683.8,2.1,11685.53,0.82
Re,L2N5,11699.29,0.67,,
Re,L2N6,11914.7,1.3,11916.8,1.7
Re,L2N7,11917.7,1.4,,
Re,L2 edge,11969.17,0.47,11954.7,1.7
Re,L3M1,7604.4,1.7,7603.67,0.35
Re,L3M2,7855.7,1.7,7852.45,0.74
Re,L3M3,8169.3,1.9,8168.55,0.8
Re,L3M4,8586.2,1.2,8586.27,0.44
Re,L3M5,8652.8,1.2,8652.55,0.36
Re,L3N1,9912.4,3.1,9910.66,0.59
Re,L3N2,10018.4,3.2,,
Re,L3N3,10090.77,0.79,10093.8,1.2
Re,L3N4,10261.0,1.9,10261.82,0.63
Re,L3N5,10276.46,0.57,10275.35,0.5
Re,L3N6,10491.9,1.2,10493.6,1.3
Re,L3N7,10494.9,1.3,10493.6,1.3
Re,L3 edge,10546.35,0.36,10531.1,1.3
Os,L1M1,9917.6,3.2,,
Os,L1M2,10174.9,2.8,10175.5,0.62
Os,L1M3,10509.7,3.0,10510.99,0.92
Os,L1M4,10935.3,2.3,10937.72,0.71
Os,L1M5,11006.2,2.3,11007.25,0.87
Os,L1N1,12311.6,4.2,,
Os,L1N2,12420.7,4.3,12422.46,0.92
Os,L1N3,12498.4,1.9,12499.98,0.93
Os,L1N4,12674.3,3.2,12687.5,5.8
Os,L1N5,12690.3,1.6,12696.6,5.8
Os,L1N6,12913.5,2.3,,
Os,L1N7,12916.6,2.4,,
Os,L1 edge,12978.4,1.5,12971.6,2.0
Os,L2M1,9336.6,2.4,9337.07,0.73
Os,L2M2,9593.9,1.9,9585.8,2.2
Os,L2M3,9928.7,2.0,9934.5,2.4
Os,L2M4,10354.3,1.4,10355.42,0.64
Os,L2M5,10425.2,1.3,10420.7,0.91
Os,L2N1,11730.6,3.3,11730.42,0.82
Os,L2N2,11839.7,3.3,,
Os,L2N3,11917.4,0.9,11924.47,0.85
Os,L2N4,12093.3,2.2,12095.48,0.87
Os,L2N5,12109.35,0.67,,
Os,L2N6,12332.5,1.4,12336.5,3.6
Os,L2N7,12335.7,1.4,,
Os,L2 edge,12397.42,0.48,12380.9,1.8
Os,L3M1,7823.3,1.8,7822.33,0.51
Os,L3M2,8080.6,1.8,8078.6,1.6
Os,L3M3,8415.4,1.9,8414.1,1.7
Os,L3M4,8841.0,1.3,8841.1,0.47
Os,L3M5,8911.9,1.2,8911.83,0.47
Os,L3N1,10217.4,3.2,10217.0,0.62
Os,L3N2,10326.5,3.2,10324.46,0.89
Os,L3N3,10404.12,0.78,,
Os,L3N4,10580.0,2.1,10581.68,0.67
Os,L3N5,10596.08,0.56,10598.7,1.1
Os,L3N6,10819.2,1.3,10824.65,0.98
Os,L3N7,10822.4,1.3,10824.65,0.98
Os,L3 edge,10884.14,0.37,10868.0,1.4
Ir,L1M1,10246.9,3.2,10244.8,2.5
Ir,L1M2,10510.4,2.9,10510.72,0.4
Ir,L1M3,10867.5,3.0,10867.54,0.42
Ir,L1M4,11301.9,2.3,11301.74,0.61
Ir,L1M5,11377.4,2.4,11377.13,0.77
Ir,L1N1,12724.2,4.4,12695.3,3.8
Ir,L1N2,12836.6,4.5,12841.92,0.59
Ir,L1N3,12919.9,2.0,12924.11,1.0
Ir,L1N4,13101.5,3.4,13107.3,4.1
Ir,L1N5,13118.2,1.8,13125.4,4.1
Ir,L1N6,13349.0,2.5,,
Ir,L1N7,13352.4,2.5,,
Ir,L1 edge,13423.3,1.5,13423.8,2.2
Ir,L2M1,9653.0,2.5,9652.34,0.33
Ir,L2M2,9916.5,1.9,9917.0,3.5
Ir,L2M3,10273.7,2.0,10272.8,2.5
Ir,L2M4,10708.0,1.4,10708.35,0.41
Ir,L2M5,10783.6,1.4,10791.4,2.8
Ir,L2N1,12130.4,3.4,12134.31,0.88
Ir,L2N2,12242.7,3.5,12251.2,3.6
Ir,L2N3,12326.0,1.0,12331.6,5.4
Ir,L2N4,12507.6,2.5,12512.72,0.56
Ir,L2N5,12524.29,0.81,,
Ir,L2N6,12755.2,1.5,12760.5,1.2
